Name,Aired Date,Year of release,Original Network,Aired On,Number of Episodes,Duration,Content Rating,Rating,Synopsis,Genre,Tags,Director,Screenwriter,Cast,Production companies,Rank
Extraordinary You,"Oct 2, 2019 - Nov 21, 2019",2019,MBC,"Wednesday, Thursday",32.0,35 min.,13+ - Teens 13 or older,8.4,what would you do if you found out that you were  in fact  a character in a comic? and an extra character on top of that? change the course of the story  obviously! eun dan oh is a 17-year-old high-school student from a wealthy family who suffers from a lifelong heart condition that inevitably means she will not live past her teenage years. however  when dan oh realizes she is experiencing long gaps in her memory as well  she comes into the unhappy realization of another fact in her life: she is a character in a korean webtoon and all of her actions are predetermined by the artist who draws her. to make matters worse  she discovers she is only a supporting character in the cast. with her newfound understanding of the world she inhabits  she is determined to find true love in her own plot-line and circumvent the author’s plans for her character by utilizing the flashes of storyboard she alone is able to see.,comedy  romance  youth  fantasy,"Sassy Female Lead, Nice Male Lead, Adapted From A Webtoon, High School, Illness, Height Difference, Love Triangle, Character Development, Strong Female Lead, Amnesia","Kim Sang Hyub, Kim Sang Woo","In Ji Hye, Song Ha Young","Kim Hye Yoon, Rowoon, Lee Jae Wook, Lee Na Eun, Kim Young Dae, Jung Gun Joo","MBC, RaemongRaein Co., Ltd.",#158
Pinocchio,"Nov 12, 2014 - Jan 15, 2015",2014,SBS,"Wednesday, Thursday",20.0,58 min.,15+ - Teens 15 or older,8.4,the idealistic choi in ha has her work cut out for her when she becomes a broadcast reporter  especially when she suffers from a condition known as “pinocchio syndrome ” which makes her break out into hiccups whenever she tells a lie. her rookie colleagues include choi dal po  whose shabby appearance masks his true eloquence and sharp memory; seo bum jo  a wealthy heir who has had everything handed to him in life; and yoon yoo rae  whose fangirl knowledge comes in handy in covering the news. the 20-something newbie reporters pursue justice as they try to discover themselves in the process.,thriller  mystery  comedy  romance,"Tragic Past, Hidden Identity, Double Identity, Journalism, Adopted Siblings Love, Cohabitation, Revenge, Wrongfully Accused, Bromance, News Media",Jo Soo Won,Park Hye Ryun,"Lee Jong Suk, Park Shin Hye, Kim Young Kwang, Lee Yoo Bi, Jin Kyung, Lee Pil Mo",iHQ,#159
Doctor Prisoner,"Mar 20, 2019 - May 15, 2019",2019,KBS2,"Wednesday, Thursday",32.0,35 min.,15+ - Teens 15 or older,8.4,doctor prisoner centers around an ace doctor in a university hospital’s emergency care center  a skilled professional who treats his patients with full devotion and without discrimination. however  his medical license gets suspended as a result of a medical malpractice incident that arises when the hospital board director causes a ruckus. he then gets his certificate as a medical internist and applies to work at a prison  where his plan is to cozy up to all the bigshots there—business tycoons  celebrities caught for doing drugs  sports stars guilty of gambling—and to win allies  with the ultimate goal of getting revenge against the hospital that ousted him. to do so  he’ll get rid of the existing prison chief doctor and claim the spot for himself.,thriller  law  crime  medical,"Revenge, Smart Male Lead, Corruption, Power Struggle, Scheme, Lying, Smart Female Lead, Strong Female Lead, Deception, Character Development","Song Min Yeop, Hwang In Hyuk",Park Kye Ok,"Namkoong Min, Kwon Na Ra, Kim Byung Chul, Choi Won Young, Lee Da In, Jin Hee Kyung",Jidam Inc.,#160
Love All Play,"Apr 20, 2022 - Jun 9, 2022",2022,KBS2,"Wednesday, Thursday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.4,a sports romance drama that depicts the passion and affection for badminton of a male and female protagonist who is a mixed doubles group with players from the badminton business team. park tae joon  who naturally wound up in the world of badminton because of his parents’ badminton equipment business. although he had begun to see the sport as work  his passion for badminton is reignited due to a desire to impress a woman. park tae yang is a former aspiring olympian who had to leave the badminton world for three years due to a bribing scandal.,romance  drama  sports  melodrama,"Badminton, Athlete Male Lead, Childhood Acquaintance, Teamwork, Friends To Lovers, Competition, Height Difference, Athlete Female Lead, Youth, Friendship",Jo Woong,Heo Sung Hye,"Park Ju Hyun, Chae Jong Hyeop, Park Ji Hyun, Kim Moo Joon, Seo Ji Hye, Jo Han Chul",Blitzway Studios,#161
My Unfamiliar Family,"Jun 1, 2020 - Jul 21, 2020",2020,tvN,"Monday, Tuesday",16.0,1 hr. 15 min.,15+ - Teens 15 or older,8.4,is blood thicker than water? kim eun hee  is about to find out. she is the middle child in a family that is slowly starting to drift apart. her older sister is a former patent attorney  and her younger brother is a sensitive soul. and although her father is hard-working  he is often distant – an attitude that has her mother poised to begin a new chapter in her life. while she pines for intimacy  kim eun hee keeps her feelings hidden from her family. instead  she prefers to confide in her close male college friend park chan hyuk – a man who has become more like a brother to her than any of her real siblings. and it is to him that she turns for love advice as she looks to return to the dating scene after a long absence. but what happens when events take a turn? could the family pull together in time to weather the storm? and when the going gets tough  will it be kim eun hee’s family or her friends who step up to the plate?,life  drama,"Family Crisis, Amnesia, Misunderstanding, Multiple Mains, Mother-Son Relationship, Father-Daughter Relationship, Mother-Daughter Relationship, Father-Son Relationship, Friends To Lovers, Marriage",Kwon Young Il,Kim Eun Jung,"Han Ye Ri, Kim Ji Suk, Choo Ja Hyun, Jung Jin Young, Won Mi Kyung, Shin Jae Ha",Studio Dragon,#162
Her Private Life,"Apr 10, 2019 - May 30, 2019",2019,tvN,"Wednesday, Thursday",16.0,1 hr. 15 min.,15+ - Teens 15 or older,8.4,a dedicated professional  sung deok mi lives for her work as an art gallery curator. devoting herself to her work  she is exceptional in every way  save one. beneath that cool  professional facade  deok mi carries a dark secret. a secret she desperately wants to keep from the world. a secret that has driven lovers away. a secret that rules every moment of her personal life... sung deok mi is the ultimate cha shi an fangirl. the devoted manager of a shi an fansite  deok mi eats  breathes  and sleeps for shi an. he is her sun  her moon. her entire universe revolves around him. this is the secret deok mi must hide from the world. and hide it she does. at least until ryan gold  the art gallery’s new director  saunters into her life. a once famous painter  the former artist turned director considers himself an indifferent being  unconcerned with the lives of others. but when he uncovers deok mi’s secret  everything changes.,business  comedy  romance  drama,"Boss-Employee Relationship, Independent Female Lead, Eccentric Female Lead, Orphan Male Lead, Smart Male Lead, Calm Male Lead, Sismance, Fan Culture, Steamy Kiss, Strong Female Lead",Hong Jong Chan,Kim Hye Young,"Park Min Young, Kim Jae Wook, Ahn Bo Hyun, One, Kim Bo Ra, Park Jin Joo",Bon Factory Worldwide,#163
Age of Youth 2,"Aug 25, 2017 - Oct 7, 2017",2017,jTBC,"Friday, Saturday",14.0,60 min.,15+ - Teens 15 or older,8.4,five girls in their 20s share a house called belle époque. a year has passed since “hello  my twenties 1.” each of them got a job  went back to school  is still trying to get a boyfriend  or is getting over her first breakup. one day  a new student arrives at the house with a letter she stumbled upon. the letter is filled with curses against one of the girls at belle époque.,mystery  comedy  romance  life,"Multiple Mains, Sismance, Trauma, Multiple Couples, Friendship, Taller Woman/Shorter Man, Investigation, Strong Female Lead, Character Development, Youth","Lee Tae Gon, Kim Sang Ho",Park Yeon Sun,"Han Ye Ri, Han Seung Yeon, Park Eun Bin, Ji Woo, Choi A Ra, Kim Min Seok","Drama House, Take 2 Media Group",#164
Secret,"Sep 25, 2013 - Nov 14, 2013",2013,KBS2,"Wednesday, Thursday",16.0,1 hr. 2 min.,15+ - Teens 15 or older,8.4,a man who does not believe in love  falls for a woman who has been hurt by it. min hyuk is wealthy  with everything but a good personality  he’s been enraged and consumed by the need for revenge  ever since he learnt his lover was the victim  of a hit-and-run accident. yoo jung takes the blame for her boyfriend  the actual driver at the time of the accident. in time  she will feel betrayed for having done so. now in prison and in a state of despair  jung still refuses to give up on life entirely.,romance  drama  melodrama,"Revenge, Nice Female Lead, Rich Male Lead, Love Square, Naive Female Lead, Slow Burn Romance, Wrongfully Accused, Rich Man/Poor Woman, Pregnancy, Hit And Run","Baek Sang Hoon, Lee Eung Bok","Choi Ho Chul, Yoo Bo Ra","Ji Sung, Hwang Jung Eum, Bae Soo Bin, Lee Da Hee, Lee Deok Hwa, Jo Mi Ryung","Secret Love SPC, Content K",#165
Military Prosecutor Doberman,"Feb 28, 2022 - Apr 26, 2022",2022,tvN,"Monday, Tuesday",16.0,1 hr. 5 min.,15+ - Teens 15 or older,8.4,do bae man became military prosecutor only to make more money and be successful. on the other hand  cha woo in  recently joining bae man’s team  became one for her revenge. as these two different purposes shows  the two have very different backgrounds and personalities. however  as they work on the same case  bae man and woo in help each other and even grow together as fine military prosecutors.,action  military  mystery  law,"Military Abuse, Investigation, Death Of A Mother, Prosecutor Female Lead, Prosecutor Male Lead, Death Of A Father, Money-Hungry Male Lead, Successful Male Lead, Evil Parental Figure, Money-Obsession",Jin Chang Gyu,Yoon Hyun Ho,"Ahn Bo Hyun, Jo Bo Ah, Oh Yeon Soo, Kim Young Min, Kim Woo Seok, Kang Mal Geum","Studio Dragon, Logos Film",#166
Pachinko,"Mar 25, 2022 - Apr 29, 2022",2022,Apple TV+,Friday,8.0,54 min.,15+ - Teens 15 or older,8.4,this sweeping saga chronicles the hopes and dreams of a korean immigrant family across four generations as they leave their homeland in an indomitable quest to survive and thrive.,historical  romance  drama  melodrama,"Co-produced, Discrimination, Immigrant, Adapted From A Novel, Abuse Of Power, Racism, Japanese Colonial Rule, 1980s, Forbidden Love, Miniseries","Kogonada, Justin Chon",Soo Hugh,"Kim Min Ha, Youn Yuh Jung, Jin Ha, Lee Min Ho, Jeon Yu Na, Park So Hee","Blue Marble Pictures, A Han.Bok Dream Production, Media Res",#167
My Roommate Is a Gumiho,"May 26, 2021 - Jul 15, 2021",2021,"iQiyi, tvN","Wednesday, Thursday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.4,shin woo yeo is a handsome and smart writer  who is actually a 999-year-old nine-tailed fox. to become a human  he collects human energy in a bead. one day  the drunk friend of lee dam  a university student  falls asleep on top of an expensive car whose owner is woo yeo. while lee dam struggles to take her friend away and woo yeo trying to help her  woo yeo's bead accidentally falls out of his mouth  and lee dam unintentionally swallows it. the bead can exist inside of a human for no more than 1 year and  afterward  the bead will break inside of that person causing the person to die. not wanting to lose his chance in becoming a human  woo yeo explains to lee dam their predicament and suggests living together until they figure out a solution. lee dam  who has never had a boyfriend in her life  now lives with shin woo yeo.,comedy  romance  fantasy,"Nine-tailed Fox, Cohabitation, Smart Male Lead, Nice Male Lead, Supernatural, Independent Female Lead, Interspecies Romance, Adapted From A Webtoon, Friendship, Multiple Mains",Nam Sung Woo,"Baek Sun Woo, Choi Bo Rim","Jang Ki Yong, Lee Hye Ri, Kang Han Na, Kim Do Wan, Bae In Hyuk, Park Kyung Hye","Drama House, Contents Zium, JTBC Studios",#168
Yumi's Cells 2,"Jun 10, 2022 - Jul 22, 2022",2022,tvN,Friday,14.0,1 hr. 5 min.,15+ - Teens 15 or older,8.4,after suffering a painful breakup  yu mi’s love cells have shut down completely  but a chance meeting with the emotionally stunted game designer  goo woong  changes all of that. waking up a number of each other’s cells  yu mi and goo woong find themselves drawing closer  but even with the revival of their long-dormant love cells  their relationship wasn’t destined to last. now a much wiser and more mature individual  yu mi finds herself willing to take on a set of challenges after an unexpected source of inspiration ignites her internal fire. inspired by her co-worker  bobby yoo  yu mi and her hard-working cells set out to make all of her dreams come true.,comedy  romance  life,"Workplace Setting, Office Worker Female Lead, Office Worker Male Lead, Illustrator Supporting Character, Workplace Romance, Sweet Male Lead, Mixed Live Action-Animation, Adapted From A Webtoon",Lee Sang Yeob,"Song Jae Jung, Kim Yoon Joo, Kim Kyung Ran","Kim Go Eun, Park Jin Young, Ahn Bo Hyun, Lee Yoo Bi, Mi Ram, Kwon Seung Woo","Studio Dragon, Merrycow Creative, Studio N, Locus Corporation",#169
